# SNAP pixel extraction export table
#
# Window size: 1
# Created on:	2018-07-19 19:25:05

# Wavelength:	 	 	 	 	 	 	 	 	400.0	412.5	442.5	490.0	510.0	560.0	620.0	665.0	673.75	681.25	708.75	753.75	761.25	764.375	767.5	778.75	865.0	885.0	900.0	940.0	1020.0	400.0	412.5	442.5	490.0	510.0	560.0	620.0	665.0	673.75	681.25	708.75	753.75	761.25	764.375	767.5	778.75	865.0	885.0	900.0	940.0	1020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ProdID	CoordID	Name	Latitude	Longitude	PixelX	PixelY	Date(yyyy-MM-dd)	Time(HH_mm_ss)	rBRR_01	rBRR_02	rBRR_03	rBRR_04	rBRR_05	rBRR_06	rBRR_07	rBRR_08	rBRR_09	rBRR_10	rBRR_11	rBRR_12	rBRR_13	rBRR_14	rBRR_15	rBRR_16	rBRR_17	rBRR_18	rBRR_19	rBRR_20	rBRR_21	rtoa_01	rtoa_02	rtoa_03	rtoa_04	rtoa_05	rtoa_06	rtoa_07	rtoa_08	rtoa_09	rtoa_10	rtoa_11	rtoa_12	rtoa_13	rtoa_14	rtoa_15	rtoa_16	rtoa_17	rtoa_18	rtoa_19	rtoa_20	rtoa_21	quality_flags	TP_latitude	TP_longitude	OAA	OZA	SAA	SZA	atmospheric_temperature_profile_pressure_level_1	atmospheric_temperature_profile_pressure_level_2	atmospheric_temperature_profile_pressure_level_3	atmospheric_temperature_profile_pressure_level_4	atmospheric_temperature_profile_pressure_level_5	atmospheric_temperature_profile_pressure_level_6	atmospheric_temperature_profile_pressure_level_7	atmospheric_temperature_profile_pressure_level_8	atmospheric_temperature_profile_pressure_level_9	atmospheric_temperature_profile_pressure_level_10	atmospheric_temperature_profile_pressure_level_11	atmospheric_temperature_profile_pressure_level_12	atmospheric_temperature_profile_pressure_level_13	atmospheric_temperature_profile_pressure_level_14	atmospheric_temperature_profile_pressure_level_15	atmospheric_temperature_profile_pressure_level_16	atmospheric_temperature_profile_pressure_level_17	atmospheric_temperature_profile_pressure_level_18	atmospheric_temperature_profile_pressure_level_19	atmospheric_temperature_profile_pressure_level_20	atmospheric_temperature_profile_pressure_level_21	atmospheric_temperature_profile_pressure_level_22	atmospheric_temperature_profile_pressure_level_23	atmospheric_temperature_profile_pressure_level_24	atmospheric_temperature_profile_pressure_level_25	horizontal_wind_vector_1	horizontal_wind_vector_2	humidity	sea_level_pressure	total_columnar_water_vapour	total_ozone	quality_flags_land	quality_flags_coastline	quality_flags_fresh_inland_water	quality_flags_tidal_region	quality_flags_bright	quality_flags_straylight_risk	quality_flags_invalid	quality_flags_cosmetic	quality_flags_duplicated	quality_flags_sun_glint_risk	quality_flags_dubious	quality_flags_saturated_Oa01	quality_flags_saturated_Oa02	quality_flags_saturated_Oa03	quality_flags_saturated_Oa04	quality_flags_saturated_Oa05	quality_flags_saturated_Oa06	quality_flags_saturated_Oa07	quality_flags_saturated_Oa08	quality_flags_saturated_Oa09	quality_flags_saturated_Oa10	quality_flags_saturated_Oa11	quality_flags_saturated_Oa12	quality_flags_saturated_Oa13	quality_flags_saturated_Oa14	quality_flags_saturated_Oa15	quality_flags_saturated_Oa16	quality_flags_saturated_Oa17	quality_flags_saturated_Oa18	quality_flags_saturated_Oa19	quality_flags_saturated_Oa20	quality_flags_saturated_Oa21
0	1	pin_1	30.638110	-88.040349	120.500	44.500	2018-07-13	15:40:52	0.06096138432621956	0.061744533479213715	0.05300120264291763	0.04762231558561325	0.0451655313372612	0.047555115073919296	0.03954266756772995	0.03812345489859581	0.03729100152850151	0.037660107016563416	0.028980953618884087	0.02263200655579567	-0.0033407520968466997	0.005138410720974207	0.01837335340678692	0.021052516996860504	0.014347263611853123	0.012555326335132122	0.004424749407917261	-0.001342440489679575	0.017163600772619247	0.25666263699531555	0.2356298267841339	0.18810272216796875	0.13900987803936005	0.12336236983537674	0.10076647251844406	0.07520002126693726	0.0649636834859848	0.06277742236852646	0.06199897825717926	0.05133899301290512	0.03925561532378197	0.013517863117158413	0.021428361535072327	0.03395632281899452	0.035656556487083435	0.024015704169869423	0.021402060985565186	0.012835269793868065	0.005800837185233831	0.0220947265625		30.639278411865234	-88.04121398925781	99.45060729980469	48.46675109863281	97.84017181396484	31.87921905517578	301.3786926269531	297.3292541503906	295.7104187011719	294.2620544433594	291.4734802246094	288.41241455078125	281.9198303222656	275.4847412109375	267.3708190917969	255.57733154296875	241.16119384765625	230.9244384765625	219.4060516357422	206.4237823486328	203.0825653076172	209.94544982910156	214.27198791503906	219.6152801513672	222.42147827148438	233.2694854736328	235.61227416992188	242.2946319580078	250.7953338623047	260.4207763671875	256.88079833984375	0.41423889994621277	1.1175754070281982	66.78380584716797	1019.617919921875	41.80546951293945	0.006753722205758095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	pin_2	30.656912	-88.015280	128.500	38.500	2018-07-13	15:40:52	0.06250374019145966	0.0620296411216259	0.055229220539331436	0.051383279263973236	0.05007149279117584	0.05443435534834862	0.04759584367275238	0.046390436589717865	0.04513215646147728	0.04593962803483009	0.038192443549633026	0.027155444025993347	-0.0018626491073518991	0.00809160340577364	0.02314576506614685	0.026578018441796303	0.019309522584080696	0.017194537445902824	0.007364547345787287	-0.001009671133942902	0.021858779713511467	0.2574087381362915	0.2355865240097046	0.1895744353532791	0.14196528494358063	0.12739451229572296	0.10681723058223724	0.08260311186313629	0.07272392511367798	0.0701594203710556	0.0698169693350792	0.06023817136883736	0.043594032526016235	0.014917184598743916	0.024254970252513885	0.038547269999980927	0.040988415479660034	0.028860094025731087	0.02593918889760971	0.015708209946751595	0.006116781383752823	0.026731761172413826	8388608	30.65674591064453	-88.0150146484375	99.46007537841797	48.37539291381836	97.88529205322266	31.86052703857422	301.3414611816406	297.3106384277344	295.6763916015625	294.2618713378906	291.484375	288.4337158203125	281.8929748535156	275.4792785644531	267.3745422363281	255.57313537597656	241.1691436767578	230.93215942382812	219.38711547851562	206.42459106445312	203.12750244140625	209.97682189941406	214.26583862304688	219.6546173095703	222.42530822753906	233.32920837402344	235.558349609375	242.29551696777344	250.79331970214844	260.4259948730469	256.8681945800781	0.42935794591903687	1.082175850868225	66.44932556152344	1019.61865234375	41.88731002807617	0.00675239646807313	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	pin_3	30.663179	-87.990212	136.500	36.500	2018-07-13	15:40:52	0.05907856300473213	0.058067139238119125	0.05121588706970215	0.0457749217748642	0.04445512965321541	0.047076236456632614	0.03987574949860573	0.03855857998132706	0.037710290402173996	0.03828879073262215	0.03190866857767105	0.02260432578623295	-0.002433072542771697	0.005873895715922117	0.01946086995303631	0.022101985290646553	0.015391763299703598	0.0137500474229455	0.005692820996046066	-9.838631376624107E-4	0.014324573799967766	0.25491392612457275	0.23263701796531677	0.186377614736557	0.1372116655111313	0.12251926213502884	0.1001695916056633	0.07539290189743042	0.06528650969266891	0.06309080123901367	0.06251566112041473	0.054021790623664856	0.0391744039952755	0.014339587651193142	0.02208610065281391	0.034957241266965866	0.036625783890485764	0.02500690333545208	0.022545112296938896	0.014052937738597393	0.00613057054579258	0.019270000979304314	8388608	30.66388702392578	-87.99079132080078	99.47048950195312	48.2840690612793	97.91311645507812	31.841493606567383	301.294189453125	297.2837219238281	295.6476745605469	294.267822265625	291.49395751953125	288.4498596191406	281.8818359375	275.4822082519531	267.37823486328125	255.5683135986328	241.1734619140625	230.9368133544922	219.37240600585938	206.42442321777344	203.15855407714844	209.98460388183594	214.26364135742188	219.67538452148438	222.42860412597656	233.3726043701172	235.5383758544922	242.28768920898438	250.78350830078125	260.4186096191406	256.8753662109375	0.4457801580429077	1.0897516012191772	66.07731628417969	1019.6214599609375	41.87696838378906	0.006751814857125282	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	pin_4	30.656912	-87.968277	143.500	38.500	2018-07-13	15:40:52	0.057803623378276825	0.05786890536546707	0.04979362711310387	0.04389627277851105	0.04218932241201401	0.044022396206855774	0.03822723403573036	0.03694355860352516	0.0366094596683979	0.03685315325856209	0.03319626301527023	0.02442457713186741	-0.0020273257978260517	0.006780201569199562	0.020189857110381126	0.023828938603401184	0.017065504565835	0.015693429857492447	0.007036199793219566	-6.820650887675583E-4	0.016584398224949837	0.2538211941719055	0.23226183652877808	0.18511849641799927	0.13552673161029816	0.1204805076122284	0.09736157953739166	0.07380814850330353	0.0637182965874672	0.062007032334804535	0.061113469302654266	0.055076949298381805	0.040903978049755096	0.014704153873026371	0.022935401648283005	0.035637009888887405	0.038275860249996185	0.026630446314811707	0.02443740889430046	0.015358440577983856	0.006416077259927988	0.02149725891649723		30.65810775756836	-87.96905517578125	99.48206329345703	48.19279479980469	97.91925048828125	31.822025299072266	301.21820068359375	297.23565673828125	295.63330078125	294.3027038574219	291.50616455078125	288.4613342285156	281.8897399902344	275.4932861328125	267.3816833496094	255.56300354003906	241.17315673828125	230.93788146972656	219.363525390625	206.42306518554688	203.17462158203125	209.96299743652344	214.2680206298828	219.67124938964844	222.43016052246094	233.39378356933594	235.55812072753906	242.27398681640625	250.76382446289062	260.3950500488281	256.90777587890625	0.4789960980415344	1.1739037036895752	65.55764770507812	1019.629150390625	41.73051834106445	0.006752162706106901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	pin_5	30.644378	-87.949476	149.500	42.500	2018-07-13	15:40:52	0.055406779050827026	0.055398471653461456	0.04735909774899483	0.042186439037323	0.03985292837023735	0.04102862998843193	0.035282161086797714	0.03333502635359764	0.033069074153900146	0.03329772129654884	0.02902904339134693	0.021608490496873856	-0.003097197972238064	0.005144109483808279	0.017825324088335037	0.020833957940340042	0.014451747760176659	0.012664874084293842	0.005321571137756109	-0.0010549566941335797	0.014279530383646488	0.25199446082115173	0.23033037781715393	0.18310070037841797	0.13397954404354095	0.11838110536336899	0.0946066826581955	0.0710221379995346	0.06026846915483475	0.058613840490579605	0.05769971385598183	0.05123746395111084	0.03815877437591553	0.01364436000585556	0.021328264847397804	0.03332417458295822	0.0353487990796566	0.024054478853940964	0.021451402455568314	0.01366094034165144	0.0060373228043317795	0.019209034740924835		30.644561767578125	-87.94882202148438	99.49431610107422	48.10026168823242	97.91231536865234	31.80229377746582	301.1884460449219	297.2058410644531	295.6361389160156	294.3211364746094	291.5016174316406	288.45513916015625	281.8999938964844	275.50750732421875	267.38372802734375	255.5591278076172	241.17079162597656	230.9364013671875	219.35638427734375	206.4160614013672	203.18072509765625	209.92303466796875	214.27001953125	219.65481567382812	222.43212890625	233.3914337158203	235.60931396484375	242.2639923095703	250.73915100097656	260.353759765625	256.9516296386719	0.5340137481689453	1.236411213874817	65.56070709228516	1019.6451416015625	41.60443878173828	0.006752915680408478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	pin_6	30.631843	-87.930675	155.500	46.500	2018-07-13	15:40:52	0.05518355220556259	0.0554325133562088	0.047558628022670746	0.04203498736023903	0.039378758519887924	0.04162159562110901	0.03549860417842865	0.03364202752709389	0.03296737000346184	0.033725664019584656	0.029725579544901848	0.022683383896946907	-0.003670063568279147	0.004666140768676996	0.018298693001270294	0.02072368748486042	0.011136350221931934	0.00899159163236618	0.002426955383270979	-0.002118805656209588	0.013925463892519474	0.25161799788475037	0.23014196753501892	0.18307718634605408	0.1337316632270813	0.11787272989749908	0.09506005048751831	0.07117149978876114	0.06051933392882347	0.05848066881299019	0.05807044357061386	0.05231216549873352	0.03917221352458	0.013067634776234627	0.02084331214427948	0.03375966101884842	0.035220857709646225	0.020793598145246506	0.017835067585110664	0.010806629434227943	0.004979818593710661	0.01885160058736801	8388608	30.631406784057617	-87.9313735961914	99.50513458251953	48.01877975463867	97.90404510498047	31.784988403320312	301.1878967285156	297.18902587890625	295.63751220703125	294.3217468261719	291.4897766113281	288.44256591796875	281.90838623046875	275.5191345214844	267.3851623535156	255.55630493164062	241.16854858398438	230.9344940185547	219.34991455078125	206.4080352783203	203.1847686767578	209.8853302001953	214.2697296142578	219.6396026611328	222.4336700439453	233.38401794433594	235.6598358154297	242.25830078125	250.7166290283203	260.31292724609375	256.9910583496094	0.5879034399986267	1.2625352144241333	65.80924987792969	1019.6618041992188	41.52802658081055	0.006753596011549234	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	pin_7	30.609908	-87.924408	157.500	53.500	2018-07-13	15:40:52	0.0528702586889267	0.05229269340634346	0.04251284524798393	0.036357976496219635	0.03350009396672249	0.03367232531309128	0.02855130471289158	0.028673619031906128	0.02807769738137722	0.028948862105607986	0.022690918296575546	0.017833463847637177	-0.004870896693319082	0.002771414117887616	0.014387271367013454	0.01620762050151825	0.008578245528042316	0.006649668328464031	8.823943207971752E-4	-0.002036808989942074	0.01054555457085371	0.24997633695602417	0.2278723567724228	0.17920468747615814	0.12899163365364075	0.11283724009990692	0.08793143928050995	0.06470886617898941	0.05580883100628853	0.05383199453353882	0.05351841822266579	0.045445945113897324	0.03447810560464859	0.011895033530890942	0.018999580293893814	0.02996351756155491	0.03083195723593235	0.018280617892742157	0.015530542470514774	0.009283223189413548	0.005054693203419447	0.015504403039813042		30.609130859375	-87.92426300048828	99.51261901855469	47.97227096557617	97.87443542480469	31.774616241455078	301.1475830078125	297.1449890136719	295.6493835449219	294.3627014160156	291.48779296875	288.4300231933594	281.936767578125	275.5314636230469	267.3856201171875	255.55421447753906	241.1619110107422	230.92938232421875	219.35308837890625	206.4025421142578	203.17291259765625	209.83111572265625	214.27809143066406	219.6022491455078	222.43057250976562	233.35494995117188	235.72943115234375	242.25355529785156	250.69178771972656	260.27117919921875	257.0429992675781	0.6487226486206055	1.3655949831008911	65.73023223876953	1019.6785888671875	41.32488250732422	0.006755019072443247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	pin_8	30.581707	-87.924408	157.500	62.500	2018-07-13	15:40:52	0.05042199045419693	0.0495629757642746	0.04033561050891876	0.03224761784076691	0.029205577448010445	0.02631986513733864	0.021391931921243668	0.02177085354924202	0.022177478298544884	0.022488564252853394	0.0179532952606678	0.01599346287548542	-0.005268982145935297	0.0016721615102142096	0.012414686381816864	0.0141098378226161	0.0071590435691177845	0.005409736651927233	6.015166291035712E-4	-0.002080114558339119	0.010886735282838345	0.24831236898899078	0.2259438931941986	0.17752684652805328	0.1255767047405243	0.10917413979768753	0.0813601091504097	0.058067403733730316	0.049286309629678726	0.04823911562561989	0.04738117381930351	0.04077175632119179	0.032695747911930084	0.011503945104777813	0.01793096587061882	0.028049297630786896	0.02879304438829422	0.016886955127120018	0.014310671016573906	0.009003959596157074	0.00500911008566618	0.015839751809835434		30.582490921020508	-87.92371368408203	99.51773071289062	47.94907760620117	97.83349609375	31.768939971923828	301.087890625	297.09454345703125	295.6709289550781	294.42181396484375	291.4910888671875	288.42059326171875	281.97625732421875	275.54339599609375	267.3847351074219	255.5535430908203	241.1527099609375	230.92257690429688	219.36192321777344	206.3987579345703	203.15219116210938	209.7692413330078	214.29103088378906	219.55567932128906	222.4250946044922	233.31195068359375	235.808837890625	242.2497100830078	250.66778564453125	260.22900390625	257.1011962890625	0.71676105260849	1.5114182233810425	65.43094635009766	1019.6929931640625	41.0433349609375	0.0067568495869636536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	pin_9	30.559772	-87.918140	159.500	69.500	2018-07-13	15:40:52	0.050776511430740356	0.051291968673467636	0.041309818625450134	0.03255142271518707	0.02867768332362175	0.02561119571328163	0.02152072638273239	0.02187703549861908	0.021984396502375603	0.02224583551287651	0.018614990636706352	0.017238790169358253	-0.004331554286181927	0.0028130749706178904	0.014450415968894958	0.015915600582957268	0.010568557307124138	0.00918770581483841	0.003073131199926138	-0.0015244088135659695	0.014538383111357689	0.24844306707382202	0.2270340621471405	0.17817971110343933	0.12577250599861145	0.10868094861507416	0.08069591969251633	0.05816412344574928	0.04936941713094711	0.04804031178355217	0.047135550528764725	0.040970172733068466	0.033886924386024475	0.012398391030728817	0.01902308501303196	0.030008364468812943	0.030533697456121445	0.020219458267092705	0.018010878935456276	0.011425474658608437	0.005551769398152828	0.01944858208298683	8388608	30.560617446899414	-87.91938781738281	99.5237808227539	47.91422653198242	97.80254364013672	31.761024475097656	301.0530090332031	297.076171875	295.68304443359375	294.43768310546875	291.4873352050781	288.41717529296875	282.0108337402344	275.5517272949219	267.3819580078125	255.55441284179688	241.14532470703125	230.917236328125	219.36614990234375	206.39337158203125	203.14219665527344	209.71749877929688	214.29896545410156	219.5274658203125	222.42080688476562	233.2755126953125	235.8773193359375	242.24853515625	250.64865112304688	260.18408203125	257.156005859375	0.809912919998169	1.6050440073013306	65.19859313964844	1019.7037963867188	40.764869689941406	0.006758394651114941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	pin_10	30.540970	-87.927541	156.500	75.500	2018-07-13	15:40:52	0.05079521983861923	0.050738345831632614	0.041055865585803986	0.032902203500270844	0.028720414265990257	0.025178974494338036	0.02051796205341816	0.020615341141819954	0.021256549283862114	0.021728767082095146	0.018784523010253906	0.016625989228487015	-0.004099912941455841	0.0026693399995565414	0.01402280479669571	0.01596451736986637	0.010885976254940033	0.0096681397408247	0.003790710587054491	-0.0014350640121847391	0.012479712255299091	0.2485191971063614	0.22671405971050262	0.17803789675235748	0.12609528005123138	0.10874707996845245	0.08033230900764465	0.05725064501166344	0.04819050431251526	0.04736221581697464	0.046655185520648956	0.041064172983169556	0.03330231085419655	0.012628571130335331	0.01889066956937313	0.02960103005170822	0.03058696910738945	0.020534180104732513	0.018485723063349724	0.012133420445024967	0.005642555188387632	0.017414221540093422	8388608	30.540760040283203	-87.9289321899414	99.52278900146484	47.93759536743164	97.76512908935547	31.765233993530273	300.9925537109375	297.0874328613281	295.7117004394531	294.4433898925781	291.49114990234375	288.4281311035156	282.0515441894531	275.55859375	267.3744201660156	255.55813598632812	241.1370086669922	230.91177368164062	219.3770751953125	206.389404296875	203.12588500976562	209.6774139404297	214.3091278076172	219.5029754638672	222.41615295410156	233.22885131835938	235.93458557128906	242.24610900878906	250.6450958251953	260.1533203125	257.2021179199219	0.9306570291519165	1.7300524711608887	64.53688049316406	1019.7056884765625	40.308876037597656	0.00676010875031352	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
