0,0.009549514000000002
1,0.009101155999999992
2,0.009575181000000002
3,0.009575694999999995
4,0.009586137000000002
5,0.00955686699999999
6,0.009568587000000003
7,0.009064481
8,0.009057947000000004
9,0.009605563999999997
10,0.008980907999999996
11,0.009069665999999997
12,0.009131136999999998
13,0.009102344000000005
14,0.009195774999999996
15,0.008544363
16,0.009130634999999998
17,0.009069898000000007
18,0.008142464000000002
19,0.008908595999999998
20,0.008393243000000009
21,0.008936318999999998
22,0.008904107000000001
23,0.008958575000000003
24,0.008640765999999994
25,0.008262500999999992
26,0.008288830999999997
27,0.007963731999999987
28,0.009183809000000001
29,0.009095649999999997
30,0.009182163
31,0.009243457999999996
32,0.009054363000000003
33,0.009196322
34,0.009085271000000006
35,0.008131161999999997
36,0.009133875999999992
37,0.009143353
38,0.009158640999999995
39,0.009267728000000003
40,0.009086031000000008
41,0.009030654999999999
42,0.009027228000000012
43,0.009205494000000002
44,0.008973546000000006
45,0.009353038000000001
46,0.009053427999999995
47,0.009042800000000004
48,0.00910226599999999
49,0.007969549999999992
50,0.008674287000000003
51,0.009263016999999998
