# SNAP pixel extraction export table
#
# Window size: 1
# Created on:	2018-07-18 18:11:28

# Wavelength:	 	 	 	 	 	 	 	 	400.0	412.5	442.5	490.0	510.0	560.0	620.0	665.0	673.75	681.25	708.75	753.75	761.25	764.375	767.5	778.75	865.0	885.0	900.0	940.0	1020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ProdID	CoordID	Name	Latitude	Longitude	PixelX	PixelY	Date(yyyy-MM-dd)	Time(HH_mm_ss)	Oa01_radiance	Oa02_radiance	Oa03_radiance	Oa04_radiance	Oa05_radiance	Oa06_radiance	Oa07_radiance	Oa08_radiance	Oa09_radiance	Oa10_radiance	Oa11_radiance	Oa12_radiance	Oa13_radiance	Oa14_radiance	Oa15_radiance	Oa16_radiance	Oa17_radiance	Oa18_radiance	Oa19_radiance	Oa20_radiance	Oa21_radiance	altitude	latitude	longitude	detector_index	FWHM_band_1	FWHM_band_2	FWHM_band_3	FWHM_band_4	FWHM_band_5	FWHM_band_6	FWHM_band_7	FWHM_band_8	FWHM_band_9	FWHM_band_10	FWHM_band_11	FWHM_band_12	FWHM_band_13	FWHM_band_14	FWHM_band_15	FWHM_band_16	FWHM_band_17	FWHM_band_18	FWHM_band_19	FWHM_band_20	FWHM_band_21	frame_offset	lambda0_band_1	lambda0_band_2	lambda0_band_3	lambda0_band_4	lambda0_band_5	lambda0_band_6	lambda0_band_7	lambda0_band_8	lambda0_band_9	lambda0_band_10	lambda0_band_11	lambda0_band_12	lambda0_band_13	lambda0_band_14	lambda0_band_15	lambda0_band_16	lambda0_band_17	lambda0_band_18	lambda0_band_19	lambda0_band_20	lambda0_band_21	solar_flux_band_1	solar_flux_band_2	solar_flux_band_3	solar_flux_band_4	solar_flux_band_5	solar_flux_band_6	solar_flux_band_7	solar_flux_band_8	solar_flux_band_9	solar_flux_band_10	solar_flux_band_11	solar_flux_band_12	solar_flux_band_13	solar_flux_band_14	solar_flux_band_15	solar_flux_band_16	solar_flux_band_17	solar_flux_band_18	solar_flux_band_19	solar_flux_band_20	solar_flux_band_21	quality_flags	TP_latitude	TP_longitude	OAA	OZA	SAA	SZA	atmospheric_temperature_profile_pressure_level_1	atmospheric_temperature_profile_pressure_level_2	atmospheric_temperature_profile_pressure_level_3	atmospheric_temperature_profile_pressure_level_4	atmospheric_temperature_profile_pressure_level_5	atmospheric_temperature_profile_pressure_level_6	atmospheric_temperature_profile_pressure_level_7	atmospheric_temperature_profile_pressure_level_8	atmospheric_temperature_profile_pressure_level_9	atmospheric_temperature_profile_pressure_level_10	atmospheric_temperature_profile_pressure_level_11	atmospheric_temperature_profile_pressure_level_12	atmospheric_temperature_profile_pressure_level_13	atmospheric_temperature_profile_pressure_level_14	atmospheric_temperature_profile_pressure_level_15	atmospheric_temperature_profile_pressure_level_16	atmospheric_temperature_profile_pressure_level_17	atmospheric_temperature_profile_pressure_level_18	atmospheric_temperature_profile_pressure_level_19	atmospheric_temperature_profile_pressure_level_20	atmospheric_temperature_profile_pressure_level_21	atmospheric_temperature_profile_pressure_level_22	atmospheric_temperature_profile_pressure_level_23	atmospheric_temperature_profile_pressure_level_24	atmospheric_temperature_profile_pressure_level_25	horizontal_wind_vector_1	horizontal_wind_vector_2	humidity	sea_level_pressure	total_columnar_water_vapour	total_ozone	quality_flags_land	quality_flags_coastline	quality_flags_fresh_inland_water	quality_flags_tidal_region	quality_flags_bright	quality_flags_straylight_risk	quality_flags_invalid	quality_flags_cosmetic	quality_flags_duplicated	quality_flags_sun_glint_risk	quality_flags_dubious	quality_flags_saturated_Oa01	quality_flags_saturated_Oa02	quality_flags_saturated_Oa03	quality_flags_saturated_Oa04	quality_flags_saturated_Oa05	quality_flags_saturated_Oa06	quality_flags_saturated_Oa07	quality_flags_saturated_Oa08	quality_flags_saturated_Oa09	quality_flags_saturated_Oa10	quality_flags_saturated_Oa11	quality_flags_saturated_Oa12	quality_flags_saturated_Oa13	quality_flags_saturated_Oa14	quality_flags_saturated_Oa15	quality_flags_saturated_Oa16	quality_flags_saturated_Oa17	quality_flags_saturated_Oa18	quality_flags_saturated_Oa19	quality_flags_saturated_Oa20	quality_flags_saturated_Oa21	pins
0	1	pin_1	19.526177	85.118444	207.500	300.500	2017-12-27	04:30:10	70.26226043701172	74.08509826660156	72.81583404541016	65.43257904052734	62.08584976196289	54.98676300048828	38.00613021850586	31.3713321685791	29.7957706451416	28.777395248413086	23.03533363342285	16.40068817138672	5.030379772186279	8.573338508605957	13.743663787841797	14.465683937072754	9.761479377746582	8.942381858825684	6.652665615081787	2.862334966659546	5.526211738586426	-63	19.52993392944336	85.11701202392578	2389	13.78130054473877	9.789427757263184	9.922077178955078	9.992144584655762	9.940549850463867	9.998417854309082	9.950400352478027	9.955914497375488	7.530167579650879	7.5436553955078125	10.011481285095215	7.530770301818848	2.780665159225464	3.71694016456604	2.7264301776885986	14.996524810791016	19.965370178222656	9.978740692138672	9.964488983154297	19.823219299316406	27.594900131225586	-1	400.7654724121094	412.1865539550781	443.28717041015625	490.7983703613281	510.72637939453125	560.669189453125	620.703369140625	665.4522094726562	674.185546875	681.7525634765625	709.292236328125	754.3138427734375	761.9140014648438	764.9893188476562	768.0496826171875	779.3867797851562	865.5733642578125	884.4383544921875	899.4349365234375	939.0368041992188	1015.9067993164062	1586.881591796875	1768.2021484375	1964.07861328125	2007.57958984375	1979.2391357421875	1856.1650390625	1705.1170654296875	1581.42724609375	1544.739990234375	1518.0013427734375	1449.42578125	1309.252197265625	1290.290771484375	1279.7421875	1271.3504638671875	1212.706787109375	992.0958251953125	962.3291015625	926.1495361328125	854.3428955078125	723.2447509765625	2147483647	19.52679443359375	85.11825561523438	102.55428314208984	3.173088312149048	146.6212615966797	50.586971282958984	294.08544921875	291.26336669921875	290.3022155761719	289.7378234863281	288.86810302734375	287.2054138183594	281.989013671875	276.1394348144531	266.9777526855469	255.0184326171875	238.7972869873047	229.60198974609375	218.20237731933594	207.75503540039062	195.43295288085938	195.35755920410156	207.0846710205078	215.99087524414062	219.26467895507812	233.74697875976562	239.33128356933594	240.34939575195312	254.52145385742188	259.2064514160156	251.6428680419922	-1.4556058645248413	-1.3641003370285034	10.101058959960938	1016.35205078125	12.445501327514648	0.0052544609643518925	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	2	pin_2	19.540731	85.173750	226.500	295.500	2017-12-27	04:30:10	69.38363647460938	72.97395324707031	71.10295104980469	63.19773483276367	59.54184341430664	51.910667419433594	35.06093978881836	28.724184036254883	27.370643615722656	26.294851303100586	21.096582412719727	15.119159698486328	4.73050594329834	7.7860798835754395	12.795461654663086	13.277885437011719	8.864212036132812	8.24393081665039	6.039192199707031	2.659980535507202	5.033552646636963	-63	19.545141220092773	85.17335510253906	2409	13.768877029418945	9.78823471069336	9.923646926879883	9.992476463317871	9.94035816192627	9.997986793518066	9.950528144836426	9.95566177368164	7.530354022979736	7.543492794036865	10.011453628540039	7.530521392822266	2.78047513961792	3.7171714305877686	2.72682785987854	14.996750831604004	19.96515464782715	9.977485656738281	9.963943481445312	19.824365615844727	27.482637405395508	-1	400.7569885253906	412.1728210449219	443.2711486816406	490.7835693359375	510.710205078125	560.6544799804688	620.6887817382812	665.4383544921875	674.1715698242188	681.738525390625	709.27880859375	754.301025390625	761.89990234375	764.9754638671875	768.0364379882812	779.3744506835938	865.5624389648438	884.4246215820312	899.4192504882812	939.0299072265625	1015.902587890625	1586.65673828125	1768.1063232421875	1963.610107421875	2007.330322265625	1979.5513916015625	1856.2789306640625	1705.1224365234375	1581.4654541015625	1544.80322265625	1518.05859375	1449.515625	1309.2501220703125	1290.2991943359375	1279.856689453125	1271.3123779296875	1212.7628173828125	992.0863647460938	962.3524780273438	926.1654052734375	854.3509521484375	723.251953125	2147483647	19.541990280151367	85.17462921142578	102.5378189086914	2.7410576343536377	146.6816864013672	50.57141876220703	293.7463073730469	291.3746643066406	290.382080078125	289.7142333984375	288.9117736816406	287.20013427734375	281.9459533691406	276.1344299316406	266.9892272949219	255.02354431152344	238.8020782470703	229.5931396484375	218.20416259765625	207.77383422851562	195.43182373046875	195.3428955078125	207.09616088867188	215.97109985351562	219.27671813964844	233.7504425048828	239.31829833984375	240.32855224609375	254.53675842285156	259.2293395996094	251.6714324951172	-1.605544924736023	-1.68803071975708	9.699137687683105	1016.3668212890625	12.16579532623291	0.005256237927824259	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	3	pin_3	19.601859	85.159196	221.500	274.500	2017-12-27	04:30:10	70.05307006835938	73.54960632324219	71.83183288574219	64.97178649902344	61.93442153930664	55.55503845214844	37.478633880615234	30.38960838317871	28.920822143554688	27.965349197387695	22.447629928588867	15.817521095275879	4.925423622131348	8.209988594055176	13.506613731384277	14.0626802444458	9.470606803894043	8.689399719238281	6.526954174041748	2.8786540031433105	5.40304708480835	-63	19.605567932128906	85.15876007080078	2398	13.775712013244629	9.788885116577148	9.922783851623535	9.992288589477539	9.940460205078125	9.998224258422852	9.950459480285645	9.955803871154785	7.530254364013672	7.543585300445557	10.011468887329102	7.530660629272461	2.7805793285369873	3.717043161392212	2.7266080379486084	14.996623992919922	19.965267181396484	9.978170394897461	9.964242935180664	19.82373046875	27.54508399963379	-1	400.76165771484375	412.18035888671875	443.27996826171875	490.7917175292969	510.7190856933594	560.66259765625	620.6968383789062	665.4459838867188	674.1793212890625	681.7462768554688	709.2862548828125	754.30810546875	761.90771484375	764.9830932617188	768.0437622070312	779.3812866210938	865.5684814453125	884.4321899414062	899.427978515625	939.0337524414062	1015.905029296875	1586.78076171875	1768.1590576171875	1963.8675537109375	2007.467529296875	1979.380126953125	1856.2161865234375	1705.119384765625	1581.4443359375	1544.768310546875	1518.02685546875	1449.466064453125	1309.251220703125	1290.29443359375	1279.7933349609375	1271.3336181640625	1212.73193359375	992.091796875	962.3395385742188	926.1566162109375	854.3465576171875	723.247802734375	2147483647	19.602420806884766	85.16001892089844	102.5483627319336	2.9788081645965576	146.69082641601562	50.6314697265625	293.7473449707031	291.2872009277344	290.4921875	289.7918395996094	288.9407653808594	287.1889343261719	281.92303466796875	276.11431884765625	266.9643249511719	255.010009765625	238.7870330810547	229.49407958984375	218.17835998535156	207.7896728515625	195.47415161132812	195.33175659179688	207.10659790039062	216.06863403320312	219.2503204345703	233.69833374023438	239.33143615722656	240.43580627441406	254.57614135742188	259.0743103027344	251.7413330078125	-1.6833412647247314	-1.3206419944763184	9.239714622497559	1016.3904418945312	11.828286170959473	0.005257587879896164	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	4	pin_4	19.564018	85.165018	223.500	287.500	2017-12-27	04:30:10	69.8438720703125	73.67008972167969	71.5645751953125	64.01564025878906	61.03594207763672	53.73903274536133	36.59067916870117	30.021461486816406	28.321674346923828	27.439451217651367	21.974763870239258	15.860718727111816	4.977901458740234	8.209988594055176	13.417060852050781	13.98314094543457	9.514976501464844	8.738896369934082	6.531982421875	2.9276106357574463	5.795229911804199	-63	19.569133758544922	85.16326141357422	2403	13.772605895996094	9.788596153259277	9.923175811767578	9.992372512817383	9.940412521362305	9.998116493225098	9.950490951538086	9.955739974975586	7.530300617218018	7.543544292449951	10.011462211608887	7.530598163604736	2.780531883239746	3.7171013355255127	2.726707696914673	14.99668025970459	19.965213775634766	9.97785758972168	9.964106559753418	19.824018478393555	27.516916275024414	-1	400.7595520019531	412.17694091796875	443.27593994140625	490.78802490234375	510.7150573730469	560.658935546875	620.6931762695312	665.4425048828125	674.17578125	681.7427368164062	709.2828979492188	754.3048706054688	761.9041748046875	764.9796752929688	768.0404663085938	779.378173828125	865.5657348632812	884.4287719726562	899.4240112304688	939.0320434570312	1015.9039306640625	1586.7244873046875	1768.135009765625	1963.7506103515625	2007.4051513671875	1979.4581298828125	1856.24462890625	1705.120849609375	1581.4539794921875	1544.7841796875	1518.041259765625	1449.488525390625	1309.250732421875	1290.2965087890625	1279.8221435546875	1271.323974609375	1212.7459716796875	992.08935546875	962.3453369140625	926.1605834960938	854.3485717773438	723.2496337890625	2147483647	19.56598663330078	85.1645278930664	102.54338836669922	2.870720386505127	146.68115234375	50.59745788574219	293.7647399902344	291.32720947265625	290.4266357421875	289.74859619140625	288.9212646484375	287.1942138671875	281.9389343261719	276.1262512207031	266.9779968261719	255.01795959472656	238.79559326171875	229.55262756347656	218.1930389404297	207.7785186767578	195.4485321044922	195.34033203125	207.09979248046875	216.01332092285156	219.264892578125	233.72779846191406	239.32540893554688	240.3741912841797	254.5523681640625	259.16351318359375	251.69923400878906	-1.6359385251998901	-1.5133252143859863	9.522759437561035	1016.3760375976562	12.045207023620605	0.0052566914819180965	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	5	pin_5	19.529088	85.147553	217.500	299.500	2017-12-27	04:30:10	69.98333740234375	74.04493713378906	72.46353912353516	65.1561050415039	62.5704231262207	55.90094757080078	38.12921142578125	31.222320556640625	29.624584197998047	28.653654098510742	22.765125274658203	15.781522750854492	4.962907791137695	8.287849426269531	13.364383697509766	13.919508934020996	9.273405075073242	8.557408332824707	6.416327476501465	2.8558075428009033	5.334982395172119	-63	19.531808853149414	85.14645385742188	2400	13.774469375610352	9.78876781463623	9.922940254211426	9.992321014404297	9.94044017791748	9.998181343078613	9.950471878051758	9.955778121948242	7.530272960662842	7.543569087982178	10.011466026306152	7.530635833740234	2.7805604934692383	3.7170662879943848	2.7266478538513184	14.996646881103516	19.965246200561523	9.978045463562012	9.964187622070312	19.82384490966797	27.533859252929688	-1	400.7608337402344	412.1789855957031	443.2783508300781	490.7902526855469	510.71746826171875	560.6611328125	620.6953735351562	665.444580078125	674.1779174804688	681.744873046875	709.284912109375	754.3068237304688	761.90625	764.9817504882812	768.0424194335938	779.3800048828125	865.5673828125	884.4308471679688	899.4263916015625	939.0330810546875	1015.9046020507812	1586.75830078125	1768.1495361328125	1963.82080078125	2007.442626953125	1979.411376953125	1856.2276611328125	1705.119873046875	1581.4481201171875	1544.774658203125	1518.03271484375	1449.4749755859375	1309.2510986328125	1290.2952880859375	1279.8048095703125	1271.3297119140625	1212.7374267578125	992.0908203125	962.341796875	926.158203125	854.3472900390625	723.2484741210938	2147483647	19.528663635253906	85.14771270751953	102.5450668334961	2.935465097427368	146.65049743652344	50.57355880737305	293.91693115234375	291.326171875	290.3360595703125	289.7201843261719	288.8863220214844	287.2044372558594	281.9700622558594	276.1386413574219	266.9858703613281	255.02255249023438	238.80111694335938	229.60696411132812	218.20582580566406	207.7634735107422	195.42884826660156	195.3510284423828	207.08901977539062	215.9712371826172	219.27334594726562	233.75331115722656	239.32334899902344	240.32864379882812	254.52520751953125	259.23211669921875	251.65032958984375	-1.52320396900177	-1.565975308418274	9.941071510314941	1016.3568115234375	12.325448989868164	0.005255233496427536	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	6	pin_6	19.523266	85.132998	212.500	301.500	2017-12-27	04:30:10	70.56908416748047	74.19219207763672	72.67005920410156	65.68601989746094	62.509849548339844	55.51797866821289	38.894081115722656	31.99367332458496	30.537572860717773	29.35742950439453	23.319053649902344	16.163101196289062	5.105348110198975	8.261896133422852	13.696253776550293	14.327814102172852	9.539627075195312	8.810391426086426	6.531982421875	2.8590712547302246	5.3933234214782715	-63	19.526708602905273	85.1320571899414	2395	13.77757453918457	9.7890625	9.922548294067383	9.992238998413086	9.940488815307617	9.998289108276367	9.950439453125	9.955841064453125	7.53022575378418	7.543609619140625	10.011472702026367	7.530697822570801	2.7806079387664795	3.717008590698242	2.726548433303833	14.996590614318848	19.965299606323242	9.978360176086426	9.964323997497559	19.823558807373047	27.561813354492188	-1	400.762939453125	412.18243408203125	443.2823791503906	490.7939453125	510.7215270996094	560.664794921875	620.698974609375	665.4480590820312	674.181396484375	681.7483520507812	709.2882080078125	754.3099975585938	761.9097900390625	764.9851684570312	768.0457763671875	779.3831176757812	865.5701293945312	884.4342651367188	899.4302978515625	939.0347900390625	1015.9056396484375	1586.8143310546875	1768.1734619140625	1963.9378662109375	2007.5048828125	1979.3333740234375	1856.1990966796875	1705.1185302734375	1581.438720703125	1544.7587890625	1518.0184326171875	1449.4525146484375	1309.2515869140625	1290.293212890625	1279.7762451171875	1271.3392333984375	1212.7235107421875	992.0932006835938	962.3359985351562	926.1541748046875	854.3452758789062	723.2467041015625	2147483647	19.5235652923584	85.13330841064453	102.54914855957031	3.043473243713379	146.6345977783203	50.57647705078125	294.0059814453125	291.2987976074219	290.3104553222656	289.7248229980469	288.87451171875	287.2059326171875	281.9818115234375	276.140380859375	266.9833068847656	255.0212860107422	238.80010986328125	229.6111297607422	218.20582580566406	207.75807189941406	195.42823791503906	195.35513305664062	207.0860137939453	215.97476196289062	219.2705841064453	233.75367736816406	239.32643127441406	240.33221435546875	254.52052307128906	259.229248046875	251.64154052734375	-1.481189250946045	-1.4856020212173462	10.057055473327637	1016.3524780273438	12.410721778869629	0.005254736170172691	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	7	pin_7	19.651343	85.188304	231.500	257.500	2017-12-27	04:30:10	69.98333740234375	73.69686889648438	72.49998474121094	65.14458465576172	62.6309928894043	56.703941345214844	38.867706298828125	31.42392349243164	30.052547454833984	28.986207962036133	23.183948516845703	15.911115646362305	5.0078887939453125	8.166732788085938	13.475007057189941	14.073286056518555	9.386795997619629	8.722396850585938	6.3710713386535645	2.8362247943878174	5.354429244995117	-63	19.65425682067871	85.18621063232422	2404	13.771984100341797	9.788535118103027	9.92325496673584	9.992389678955078	9.94040298461914	9.998095512390137	9.9504976272583	9.955726623535156	7.530309677124023	7.543536186218262	10.011460304260254	7.530585289001465	2.780522346496582	3.7171127796173096	2.7267274856567383	14.996692657470703	19.9652042388916	9.977795600891113	9.964078903198242	19.82407569885254	27.51123809814453	-1	400.7591247558594	412.1762390136719	443.275146484375	490.78729248046875	510.7142333984375	560.6581420898438	620.6924438476562	665.4418334960938	674.1751098632812	681.7420654296875	709.2821655273438	754.3042602539062	761.9034423828125	764.9789428710938	768.039794921875	779.3775634765625	865.565185546875	884.4281005859375	899.4232177734375	939.0316772460938	1015.9037475585938	1586.7132568359375	1768.1302490234375	1963.7271728515625	2007.3927001953125	1979.4736328125	1856.2503662109375	1705.12109375	1581.455810546875	1544.787353515625	1518.044189453125	1449.4930419921875	1309.2506103515625	1290.2969970703125	1279.827880859375	1271.3221435546875	1212.7486572265625	992.0888671875	962.3464965820312	926.1613159179688	854.3489379882812	723.25	2147483647	19.651105880737305	85.1874771118164	102.544677734375	2.8492164611816406	146.73609924316406	50.659873962402344	293.741943359375	291.3825378417969	290.45220947265625	289.78558349609375	288.9945068359375	287.2152099609375	281.88604736328125	276.1060485839844	266.956787109375	254.9917755126953	238.779296875	229.4236602783203	218.16896057128906	207.8214874267578	195.5187530517578	195.28369140625	207.1233673095703	216.1162109375	219.23976135253906	233.69183349609375	239.315673828125	240.5040740966797	254.6067657470703	258.99029541015625	251.78558349609375	-1.6148980855941772	-1.1469227075576782	9.17973518371582	1016.4042358398438	11.651238441467285	0.005258927587419748	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	8	pin_8	19.625145	85.194126	233.500	266.500	2017-12-27	04:30:10	69.80203247070312	73.46928405761719	71.69820404052734	64.30363464355469	61.09651565551758	54.85087203979492	36.370887756347656	29.311464309692383	27.912731170654297	26.936756134033203	21.542428970336914	15.435941696166992	4.73050594329834	7.95045280456543	13.132600784301758	13.532413482666016	9.140294075012207	8.392419815063477	6.190046310424805	2.8362247943878174	5.526211738586426	-63	19.628206253051758	85.19317626953125	2409	13.768877029418945	9.78823471069336	9.923646926879883	9.992476463317871	9.94035816192627	9.997986793518066	9.950528144836426	9.95566177368164	7.530354022979736	7.543492794036865	10.011453628540039	7.530521392822266	2.78047513961792	3.7171714305877686	2.72682785987854	14.996750831604004	19.96515464782715	9.977485656738281	9.963943481445312	19.824365615844727	27.482637405395508	-1	400.7569885253906	412.1728210449219	443.2711486816406	490.7835693359375	510.710205078125	560.6544799804688	620.6887817382812	665.4383544921875	674.1715698242188	681.738525390625	709.27880859375	754.301025390625	761.89990234375	764.9754638671875	768.0364379882812	779.3744506835938	865.5624389648438	884.4246215820312	899.4192504882812	939.0299072265625	1015.902587890625	1586.65673828125	1768.1063232421875	1963.610107421875	2007.330322265625	1979.5513916015625	1856.2789306640625	1705.1224365234375	1581.4654541015625	1544.80322265625	1518.05859375	1449.515625	1309.2501220703125	1290.2991943359375	1279.856689453125	1271.3123779296875	1212.7628173828125	992.0863647460938	962.3524780273438	926.1654052734375	854.3509521484375	723.251953125	2147483647	19.62505531311035	85.19445037841797	102.53974914550781	2.741189956665039	146.73284912109375	50.633636474609375	293.61224365234375	291.3896179199219	290.4613952636719	289.76458740234375	288.9811096191406	287.1959533691406	281.8893127441406	276.11212158203125	266.967041015625	255.00244140625	238.78672790527344	229.467041015625	218.17628479003906	207.8049774169922	195.48744201660156	195.307861328125	207.12075805664062	216.07785034179688	219.2519989013672	233.70326232910156	239.3203887939453	240.4514617919922	254.59268188476562	259.0616149902344	251.7670135498047	-1.694900393486023	-1.3685705661773682	9.148664474487305	1016.4041137695312	11.73375415802002	0.005258542951196432	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	9	pin_9	19.601859	85.185393	230.500	274.500	2017-12-27	04:30:10	70.08096313476562	73.42912292480469	71.78324127197266	64.56859588623047	61.71232604980469	55.43150329589844	37.31159210205078	30.161706924438477	28.75914764404297	27.686931610107422	22.231462478637695	15.522336959838867	4.73050594329834	7.933150291442871	13.164207458496094	13.74452018737793	9.120573997497559	8.52441120147705	6.2755303382873535	2.862334966659546	5.046517372131348	-63	19.605382919311523	85.18508911132812	2408	13.769498825073242	9.788293838500977	9.923568725585938	9.992459297180176	9.940366744995117	9.998008728027344	9.950522422790527	9.955674171447754	7.530345439910889	7.543501853942871	10.011454582214355	7.530534267425537	2.780484437942505	3.7171597480773926	2.7268078327178955	14.996739387512207	19.965164184570312	9.977546691894531	9.963970184326172	19.824308395385742	27.488386154174805	-1	400.7574157714844	412.1734924316406	443.2719421386719	490.7843017578125	510.71099853515625	560.6552124023438	620.6895141601562	665.4390258789062	674.1723022460938	681.7392578125	709.2794799804688	754.3016357421875	761.9005737304688	764.9761962890625	768.037109375	779.3750610351562	865.56298828125	884.4253540039062	899.4200439453125	939.0302734375	1015.90283203125	1586.6680908203125	1768.111083984375	1963.6334228515625	2007.3427734375	1979.535888671875	1856.273193359375	1705.1221923828125	1581.46337890625	1544.7999267578125	1518.0556640625	1449.5111083984375	1309.250244140625	1290.298828125	1279.85107421875	1271.3143310546875	1212.760009765625	992.0869140625	962.3512573242188	926.16455078125	854.3505859375	723.2515869140625	2147483647	19.602231979370117	85.18636322021484	102.5399398803711	2.762782096862793	146.71624755859375	50.617881774902344	293.6169738769531	291.3594970703125	290.4745788574219	289.763671875	288.9590759277344	287.1890563964844	281.9058837890625	276.1163635253906	266.9720153808594	255.0109405517578	238.7907257080078	229.50119018554688	218.18222045898438	207.79397583007812	195.4685821533203	195.3251190185547	207.11293029785156	216.0510711669922	219.2578582763672	233.71006774902344	239.32373046875	240.4168701171875	254.57850646972656	259.1045837402344	251.74462890625	-1.7116444110870361	-1.4681164026260376	9.19701099395752	1016.3949584960938	11.818857192993164	0.00525804003700614	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	10	pin_10	19.601859	85.173750	226.500	274.500	2017-12-27	04:30:10	70.34593963623047	73.85751342773438	72.00190734863281	64.66075134277344	61.86375427246094	55.44385528564453	37.32917404174805	30.31948471069336	28.854249954223633	27.733335494995117	22.353055953979492	15.723926544189453	4.678028106689453	8.114825248718262	13.174742698669434	13.845271110534668	9.258614540100098	8.573907852172852	6.35598611831665	2.8786540031433105	5.474352836608887	-63	19.6054744720459	85.17192077636719	2403	13.772605895996094	9.788596153259277	9.923175811767578	9.992372512817383	9.940412521362305	9.998116493225098	9.950490951538086	9.955739974975586	7.530300617218018	7.543544292449951	10.011462211608887	7.530598163604736	2.780531883239746	3.7171013355255127	2.726707696914673	14.99668025970459	19.965213775634766	9.97785758972168	9.964106559753418	19.824018478393555	27.516916275024414	-1	400.7595520019531	412.17694091796875	443.27593994140625	490.78802490234375	510.7150573730469	560.658935546875	620.6931762695312	665.4425048828125	674.17578125	681.7427368164062	709.2828979492188	754.3048706054688	761.9041748046875	764.9796752929688	768.0404663085938	779.378173828125	865.5657348632812	884.4287719726562	899.4240112304688	939.0320434570312	1015.9039306640625	1586.7244873046875	1768.135009765625	1963.7506103515625	2007.4051513671875	1979.4581298828125	1856.24462890625	1705.120849609375	1581.4539794921875	1544.7841796875	1518.041259765625	1449.488525390625	1309.250732421875	1290.2965087890625	1279.8221435546875	1271.323974609375	1212.7459716796875	992.08935546875	962.3453369140625	926.1605834960938	854.3485717773438	723.2496337890625	2147483647	19.602325439453125	85.17318725585938	102.54414367675781	2.8707964420318604	146.7035369873047	50.62467575073242	293.68212890625	291.3234558105469	290.48370361328125	289.7777404785156	288.9498596191406	287.18902587890625	281.91448974609375	276.1153259277344	266.96820068359375	255.010498046875	238.78887939453125	229.4976348876953	218.1802978515625	207.7918701171875	195.47140502929688	195.32843017578125	207.10972595214844	216.059814453125	219.25408935546875	233.70416259765625	239.32757568359375	240.4263153076172	254.57730102539062	259.0893859863281	251.7429656982422	-1.6975809335708618	-1.3948475122451782	9.217584609985352	1016.3927001953125	11.822650909423828	0.005257816053926945	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
